Date,Location,Item Name,Item Type,Notes
2022-12-02,Ancient Tunnels,Vidala's Snare,Amulet,
2022-12-02,Ancient Tunnels,Isenhart's Case,Breast Plate,
2022-12-02,Lower Kurast,Ort Rune,Rune,
2022-12-03,Lower Kurast,Tir Rune,Rune,
2022-12-03,Ancient Tunnels,Ort Rune,Rune,
2022-12-03,Ancient Tunnels,Iceblink,Splint Mail,
2022-12-03,Ancient Tunnels,Isenhart's Parry,Gothic Shield,
2022-12-03,Ancient Tunnels,Arctic Horn,Quilted Armor,
2022-12-03,Lower Kurast,Dol Rune,Rune,
2022-12-03,Ancient Tunnels,El Rune,Rune,
2022-12-03,Ancient Tunnels,Eth Rune,Rune,
2022-12-03,Ancient Tunnels,Ral Rune,Rune,
2022-12-03,Lower Kurast,Eth Rune,Rune,
2022-12-03,Ancient Tunnels,Dol Rune,Rune,
2022-12-03,Ancient Tunnels,Isenhart's Case,Breast Plate,
2022-12-03,Ancient Tunnels,Aldur's Rhythm,Jagged Star,
2022-12-03,Ancient Tunnels,Swordback Hold,Spiked Shield,
2022-12-03,Ancient Tunnels,Hel Rune,Rune,
2022-12-03,Ancient Tunnels,Eth Rune,Rune,
2022-12-03,Ancient Tunnels,Nef Rune,Rune,
2022-12-04,Ancient Tunnels,Skull Splitter,Military Pick,
2022-12-04,Lower Kurast,Ral Rune,Rune,
2022-12-04,Lower Kurast,Tal Rune,Rune,
2022-12-04,Ancient Tunnels,Treads of Cthon,Chain Boots,
2022-12-04,Lower Kurast,Amn Rune,Rune,
2022-12-04,Ancient Tunnels,Angelic Sickle,Sabre,
2022-12-04,Lower Kurast,Eth Rune,Rune,
2022-12-04,Ancient Tunnels,Sigon's Visor,Great Helm,
2022-12-04,Lower Kurast,Tir Rune,Rune,
2022-12-04,Ancient Tunnels,Dol Rune,Rune,
2022-12-04,Ancient Tunnels,Duriel's Shell,Cuirass,
2022-12-04,Ancient Tunnels,Valkyrie Wing,Winged Helm,
2022-12-04,Ancient Tunnels,Lidless Wall,Grim Shield,
2022-12-04,Ancient Tunnels,Sigon's Guard,Tower Shield,
2022-12-04,Lower Kurast,Amn Rune,Rune,
2022-12-04,Lower Kurast,Eld Rune,Rune,
2022-12-04,Lower Kurast,Ort Rune,Rune,
2022-12-04,Ancient Tunnels,Chance Guards,Chain Gloves,
2022-12-04,Ancient Tunnels,Demon's Arch,Balrog Spear,
2022-12-04,Lower Kurast,Amn Rune,Rune,
2022-12-04,Ancient Tunnels,Hexfire,Shamshir,
2022-12-04,Lower Kurast,Ort Rune,Rune,
2022-12-04,Lower Kurast,Eld Rune,Rune,
2022-12-04,Ancient Tunnels,Tal Rune,Rune,
2022-12-04,Lower Kurast,Thul Rune,Rune,
2022-12-04,Ancient Tunnels,Cathan's Seal,Ring,
2022-12-04,Ancient Tunnels,Nef Rune,Rune,
2022-12-04,Lower Kurast,Hel Rune,Rune,
2022-12-04,Ancient Tunnels,Goldwrap,Heavy Belt,
2022-12-04,Ancient Tunnels,Eth Rune,Rune,
2022-12-04,Ancient Tunnels,Isenhart's Lightbrand,Broad Sword,
2022-12-04,Lower Kurast,Sol Rune,Rune,
2022-12-04,Ancient Tunnels,Tal Rune,Rune,
2022-12-04,Ancient Tunnels,Swordback Hold,Spiked Shield,
2022-12-04,Ancient Tunnels,Tancred's Crowbill,Military Pick,
2022-12-04,Ancient Tunnels,Ral Rune,Rune,
2022-12-04,Ancient Tunnels,Ginther's Rift,Dimensional Blade,
2022-12-04,Lower Kurast,Tal Rune,Rune,
2022-12-04,Ancient Tunnels,Tir Rune,Rune,
2022-12-04,Ancient Tunnels,Sigon's Guard,Tower Shield,
2022-12-04,Ancient Tunnels,Eth Rune,Rune,
2022-12-04,Lower Kurast,Ko Rune,Rune,
2022-12-04,Ancient Tunnels,Stormstrike,Short Battle Bow,
2022-12-04,Ancient Tunnels,Bloodtree Stump,War Club,
2022-12-04,Ancient Tunnels,Ort Rune,Rune,
2022-12-04,Ancient Tunnels,Hel Rune,Rune,
2022-12-05,Lower Kurast,Ith Rune,Rune,
2022-12-05,Ancient Tunnels,Ral Rune,Rune,
2022-12-05,Ancient Tunnels,Ethereal Edge,Silver-Edged Axe,
2022-12-05,Lower Kurast,Thul Rune,Rune,
2022-12-05,Lower Kurast,Amn Rune,Rune,
2022-12-05,Lower Kurast,Hel Rune,Rune,
2022-12-05,Lower Kurast,Eth Rune,Rune,
2022-12-05,Ancient Tunnels,Stormstrike,Short Battle Bow,
2022-12-05,Ancient Tunnels,Serpent Lord,Long Staff,
2022-12-05,Ancient Tunnels,Arctic Horn,Short War Bow,
2022-12-05,Ancient Tunnels,Ral Rune,Rune,
2022-12-05,Lower Kurast,Cleglaw's Tooth,Long Sword,
2022-12-05,Ancient Tunnels,Vidala's Barb,Long Battle Bow,
2022-12-05,Ancient Tunnels,Eth Rune,Rune,
2022-12-05,Ancient Tunnels,Nef Rune,Rune,
2022-12-05,Ancient Tunnels,Sol Rune,Rune,
2022-12-05,Ancient Tunnels,Wilhelm's Pride,Battle Belt,
2022-12-05,Ancient Tunnels,Iratha's Cuff,Light Gauntlets,
2022-12-05,Ancient Tunnels,Amn Rune,Rune,
2022-12-05,Ancient Tunnels,Cleglaw's Tooth,Long Sword,
2022-12-05,Ancient Tunnels,Vidala's Barb,Long Battle Bow,
2022-12-05,Ancient Tunnels,Tal Rune,Rune,
2022-12-05,Ancient Tunnels,Tal Rune,Rune,
2022-12-05,Ancient Tunnels,Ral Rune,Rune,
2022-12-05,Ancient Tunnels,Thul Rune,Rune,
2022-12-05,Ancient Tunnels,Milabrega's Orb,Kite Shield,
2022-12-05,Ancient Tunnels,Sander's Taboo,Heavy Gloves,
2022-12-05,Ancient Tunnels,Natalya's Mark,Scissors Suwayyah,
2022-12-05,Ancient Tunnels,Ral Rune,Rune,
2022-12-05,Ancient Tunnels,Shael Rune,Rune,
2022-12-05,Ancient Tunnels,Tir Rune,Rune,
2022-12-05,Ancient Tunnels,Venom Grip,Demonhide Gloves,
2022-12-05,Ancient Tunnels,Thul Rune,Rune,
2022-12-05,Lower Kurast,Tir Rune,Rune,
2022-12-05,The Chaos Sanctuary,Dol Rune,Rune,
2022-12-05,Lower Kurast,Thul Rune,Rune,
2022-12-05,Ancient Tunnels,Cathan's Seal,Ring,
2022-12-05,Ancient Tunnels,Nef Rune,Rune,
2022-12-05,Ancient Tunnels,Ith Rune,Rune,
2022-12-05,Ancient Tunnels,Ort Rune,Rune,
2022-12-05,Ancient Tunnels,Tal Rune,Rune,
2022-12-06,Ancient Tunnels,Hawkmail,Scale Mail,
2022-12-06,Ancient Tunnels,Messerschmidt's Reaver,Champion Axe,
2022-12-06,Ancient Tunnels,Lycander's Flank,Ceremonial Pike,
2022-12-06,Ancient Tunnels,Venom Ward,Breast Plate,
2022-12-06,Ancient Tunnels,Sol Rune,Rune,
2022-12-06,Lower Kurast,Thul Rune,Rune,
2022-12-06,Ancient Tunnels,Ral Rune,Rune,
2022-12-06,Ancient Tunnels,Infernal Sign,Heavy Belt,
2022-12-06,Ancient Tunnels,Sol Rune,Rune,
2022-12-06,Lower Kurast,Ith Rune,Rune,
2022-12-06,Ancient Tunnels,Tancred's Spine,Full Plate Mail,
2022-12-06,Ancient Tunnels,Sol Rune,Rune,
2022-12-06,Lower Kurast,Hel Rune,Rune,
2022-12-06,Ancient Tunnels,Isenhart's Lightbrand,Broad Sword,
2022-12-06,Ancient Tunnels,Cranebeak,War Spike,
2022-12-06,Ancient Tunnels,Cathan's Seal,Ring,
2022-12-06,Lower Kurast,Io Rune,Rune,
2022-12-06,Ancient Tunnels,Tancred's Crowbill,Military Pick,
2022-12-06,Ancient Tunnels,Hellcast,Heavy Crossbow,
2022-12-06,Lower Kurast,Ral Rune,Rune,
2022-12-06,Lower Kurast,Ort Rune,Rune,
2022-12-06,Ancient Tunnels,Shael Rune,Rune,
2022-12-06,Ancient Tunnels,Bloodthief,Brandistock,
2022-12-06,Lower Kurast,Ral Rune,Rune,
2022-12-06,Lower Kurast,Eth Rune,Rune,
2022-12-06,Ancient Tunnels,Shael Rune,Rune,
2022-12-06,Ancient Tunnels,Earthshaker,Battle Hammer,
2022-12-06,Ancient Tunnels,Bladebone,Double Axe,
2022-12-06,Ancient Tunnels,Amn Rune,Rune,
2022-12-06,Lower Kurast,Tal Rune,Rune,
2022-12-06,Durance of Hate Level 3,The Grim Reaper,War Scythe,
2022-12-06,Durance of Hate Level 3,Plague Bearer,Rune Sword,
2022-12-06,Ancient Tunnels,Cathan's Seal,Ring,
2022-12-07,Ancient Tunnels,Eth Rune,Rune,
2022-12-07,Ancient Tunnels,Dol Rune,Rune,
2022-12-07,Ancient Tunnels,El Rune,Rune,
2022-12-07,Ancient Tunnels,Vidala's Barb,Long Battle Bow,
2022-12-07,Lower Kurast,Tal Rune,Rune,
2022-12-07,Durance of Hate Level 3,Demon Machine,Chu-Ko-Nu,
2022-12-07,Durance of Hate Level 3,Isenhart's Parry,Gothic Shield,
2022-12-07,Catcombs Level 4,Sigon's Shelter,Gothic Plate,
2022-12-07,Lower Kurast,Eth Rune,Rune,
2022-12-07,Lower Kurast,Hel Rune,Rune,
2022-12-07,Ancient Tunnels,Skull Splitter,Military Pick,
2022-12-07,Ancient Tunnels,Pierre Tombale Couant,Partizan,
2022-12-07,Ancient Tunnels,Tal Rasha's Horadric Crest,Death Mask,
2022-12-07,Lower Kurast,Amn Rune,Rune,
2022-12-07,Ancient Tunnels,Ral Rune,Rune,
2022-12-07,Lower Kurast,Eth Rune,Rune,
2022-12-07,Lower Kurast,Ith Rune,Rune,
2022-12-07,Ancient Tunnels,Baezil's Vortex,Knout,
2022-12-07,Ancient Tunnels,Tal Rune,Rune,
2022-12-07,Ancient Tunnels,Thul Rune,Rune,
2022-12-07,Lower Kurast,Hel Rune,Rune,
2022-12-07,Ancient Tunnels,Hawkmail,Scale Mail,
2022-12-07,Ancient Tunnels,Infernal Sign,Heavy Belt,
2022-12-07,Lower Kurast,Dol Rune,Rune,
2022-12-07,Lower Kurast,Ort Rune,Rune,
2022-12-07,Ancient Tunnels,Darkglow,Ring Mail,
2022-12-07,Ancient Tunnels,Isenhart's Lightbrand,Broad Sword,
2022-12-07,Ancient Tunnels,Tal Rune,Rune,
2022-12-07,Ancient Tunnels,Woestave,Halberd,
2022-12-07,Lower Kurast,Lum Rune,Rune,
2022-12-07,Ancient Tunnels,Ort Rune,Rune,
2022-12-07,Ancient Tunnels,Sander's Taboo,Heavy Gloves,
2022-12-07,Ancient Tunnels,Sigon's Guard,Tower Shield,
2022-12-07,Lower Kurast,Io Rune,Rune,
2022-12-07,Lower Kurast,Ort Rune,Rune,
2022-12-07,Ancient Tunnels,Ironstone,War Hammer,
2022-12-07,Ancient Tunnels,Thunderstroke,Matriarchal Javelin,
2022-12-07,Ancient Tunnels,Manald Heal,Ring,
2022-12-07,Ancient Tunnels,Pul Rune,Rune,
2022-12-07,Ancient Tunnels,Plague Bearer,Rune Sword,
2022-12-07,Lower Kurast,Nef Rune,Rune,
2022-12-07,Lower Kurast,Thul Rune,Rune,
2022-12-07,Ancient Tunnels,Tal Rune,Rune,
2022-12-07,Ancient Tunnels,Iratha's Collar,Amulet,
2022-12-07,Ancient Tunnels,Civerb's Cudgel,Grand Scepter,
2022-12-07,Ancient Tunnels,Eth Rune,Rune,
2022-12-07,Ancient Tunnels,Coldsteel Eye,Cutlass,
2022-12-08,Ancient Tunnels,Ral Rune,Rune,
2022-12-08,Lower Kurast,Tal Rune,Rune,
2022-12-08,Lower Kurast,Tal Rune,Rune,
2022-12-08,Ancient Tunnels,Cathan's Seal,Ring,
2022-12-08,Ancient Tunnels,Arctic Horn,Short War Bow,
2022-12-08,Ancient Tunnels,Cathan's Seal,Ring,
2022-12-08,Ancient Tunnels,Tir Rune,Rune,
2022-12-08,Ancient Tunnels,Ral Rune,Rune,
2022-12-08,Durance of Hate Level 3,Aldur's Rhythm,Jagged Star,
2022-12-08,Catcombs Level 4,Hellclap,Short War Bow,
2022-12-08,Lower Kurast,Tal Rune,Rune,
2022-12-08,Ancient Tunnels,Thul Rune,Rune,
2022-12-08,Ancient Tunnels,The Redeemer,Mighty Scepter,
2022-12-08,Ancient Tunnels,Amn Rune,Rune,
2022-12-08,Lower Kurast,Tal Rune,Rune,
2022-12-08,Ancient Tunnels,Hellplague,Long Sword,
2022-12-08,Ancient Tunnels,Mal Rune,Rune,
2022-12-08,Ancient Tunnels,The General's Tan Do Li Ga,Flail,
2022-12-08,Lower Kurast,Eth Rune,Rune,
2022-12-08,Ancient Tunnels,Ral Rune,Rune,
2022-12-08,Ancient Tunnels,Thul Rune,Rune,
2022-12-08,Ancient Tunnels,Corpsemourn,Ornate Plate,
2022-12-08,Ancient Tunnels,Tal Rune,Rune,
2022-12-08,Ancient Tunnels,Messerschmidt's Reaver,Champion Axe,
2022-12-08,Ancient Tunnels,Endlesshail,Double Bow,
2022-12-08,Ancient Tunnels,Angelic Wings,Amulet,
2022-12-08,Ancient Tunnels,Ral Rune,Rune,
2022-12-08,Ancient Tunnels,Bartuc's Cut-Throat,Greater Talons,
2022-12-08,Ancient Tunnels,M'avina's True Sight,Diadem,
2022-12-08,Lower Kurast,Nef Rune,Rune,
2022-12-08,Ancient Tunnels,Sigon's Shelter,Gothic Plate,
2022-12-08,Ancient Tunnels,Bladebone,Double Axe,
2022-12-08,Ancient Tunnels,Manald Heal,Ring,
2022-12-08,Ancient Tunnels,Pus Spitter,Siege Crossbow,
2022-12-08,Lower Kurast,El Rune,Rune,
2022-12-08,Lower Kurast,Tal Rune,Rune,
2022-12-08,Ancient Tunnels,Isenhart's Case,Breast Plate,
2022-12-08,Ancient Tunnels,Immortal King's Forge,War Gauntlets,
2022-12-08,Lower Kurast,Tal Rune,Rune,
2022-12-08,Lower Kurast,Eth Rune,Rune,
2022-12-08,Ancient Tunnels,Ral Rune,Rune,
2022-12-08,Ancient Tunnels,Sol Rune,Rune,
2022-12-08,Ancient Tunnels,Aldur's Rhythm,Jagged Star,
2022-12-08,Ancient Tunnels,Tir Rune,Rune,
2022-12-08,Ancient Tunnels,Tal Rasha's Fine-Spun Cloth,Mesh Belt,
2022-12-08,Lower Kurast,Ort Rune,Rune,
2022-12-08,Ancient Tunnels,Tal Rune,Rune,
2022-12-08,Lower Kurast,Sur Rune,Rune,
2022-12-08,Ancient Tunnels,Heart Carver,Rondel,
2022-12-08,Ancient Tunnels,Gore Rider,War Boots,
2022-12-08,Ancient Tunnels,Ormus' Robes,Dusk Shroud,
2022-12-08,Ancient Tunnels,Lo Rune,Rune,
2022-12-08,Lower Kurast,Sol Rune,Rune,
2022-12-08,Ancient Tunnels,Angelic Sickle,Sabre,
2022-12-08,Ancient Tunnels,Berserker's Hatchet,Double Axe,
2022-12-08,Ancient Tunnels,Highlord's Wrath,Amulet,
2022-12-09,Ancient Tunnels,Woestave,Halberd,
2022-12-09,Ancient Tunnels,Tal Rune,Rune,
2022-12-09,Ancient Tunnels,Dol Rune,Rune,
2022-12-10,Ancient Tunnels,Tal Rune,Rune,
2022-12-10,Ancient Tunnels,Ort Rune,Rune,
2022-12-10,Ancient Tunnels,The General's Tan Do Li Ga,Flail,
2022-12-10,Ancient Tunnels,Stone of Jordan,Ring,
2022-12-10,Lower Kurast,Io Rune,Rune,
2022-12-10,Lower Kurast,El Rune,Rune,
2022-12-10,Ancient Tunnels,Isenhart's Case,Breast Plate,
2022-12-10,Lower Kurast,Ort Rune,Rune,
2022-12-10,Ancient Tunnels,Snakecord,Light Belt,
2022-12-10,Ancient Tunnels,Bloodrise,Morning Star,
2022-12-10,Ancient Tunnels,Windhammer,Ogre Maul,
2022-12-10,Ancient Tunnels,Ral Rune,Rune,
2022-12-10,Lower Kurast,Ko Rune,Rune,
2022-12-10,Ancient Tunnels,Crainte Vomir,Espandon,
2022-12-10,Lower Kurast,Amn Rune,Rune,
2022-12-10,Ancient Tunnels,Sol Rune,Rune,
2022-12-10,Lower Kurast,Thul Rune,Rune,
2022-12-10,Ancient Tunnels,Ginther's Rift,Dimensional Blade,
2022-12-10,Ancient Tunnels,Isenhart's Case,Breast Plate,
2022-12-10,Ancient Tunnels,Cathan's Seal,Ring,
2022-12-10,Lower Kurast,Sol Rune,Rune,
2022-12-10,Ancient Tunnels,Hellrack,Colossus Crossbow,
2022-12-10,Lower Kurast,Nef Rune,Rune,
2022-12-10,Ancient Tunnels,Cathan's Sigil,Amulet,
2022-12-10,Ancient Tunnels,Duskdeep,Full Helm,
2022-12-10,Ancient Tunnels,Isenhart's Parry,Gothic Shield,
2022-12-10,Lower Kurast,Lum Rune,Rune,
2022-12-10,Lower Kurast,Tal Rune,Rune,
2022-12-10,Lower Kurast,Amn Rune,Rune,
2022-12-10,Ancient Tunnels,Eth Rune,Rune,
2022-12-10,Lower Kurast,Ort Rune,Rune,
2022-12-10,Lower Kurast,Sol Rune,Rune,
2022-12-10,Lower Kurast,Ort Rune,Rune,
2022-12-10,Ancient Tunnels,Amn Rune,Rune,
2022-12-10,Ancient Tunnels,Tal Rune,Rune,
2022-12-10,Lower Kurast,Shael Rune,Rune,
2022-12-10,Lower Kurast,Ral Rune,Rune,
2022-12-10,Lower Kurast,Sol Rune,Rune,
2022-12-10,Lower Kurast,Amn Rune,Rune,
2022-12-10,Ancient Tunnels,Iratha's Cord,Heavy Belt,
2022-12-10,Lower Kurast,Nef Rune,Rune,
2022-12-10,Ancient Tunnels,Ort Rune,Rune,
2022-12-10,Lower Kurast,Amn Rune,Rune,
2022-12-10,Ancient Tunnels,Hsarus' Iron Heel,Chain Boots,
2022-12-10,Ancient Tunnels,Bartuc's Cut-Throat,Greater Talons,
2022-12-10,Ancient Tunnels,Heart Carver,Rondel,
2022-12-10,Ancient Tunnels,Bloodletter,Gladius,
2022-12-10,Ancient Tunnels,Pus Spitter,Siege Crossbow,
2022-12-10,Ancient Tunnels,Tarnhelm,Skull Cap,
2022-12-10,Ancient Tunnels,Sigon's Sabot,Greaves,
2022-12-10,Lower Kurast,Dol Rune,Rune,
2022-12-10,Ancient Tunnels,Flamebellow,Balrog Blade,
2022-12-10,Lower Kurast,Io Rune,Rune,
2022-12-10,Lower Kurast,Sol Rune,Rune,
2022-12-10,Lower Kurast,Tir Rune,Rune,
2022-12-10,Ancient Tunnels,Ith Rune,Rune,
2022-12-10,Lower Kurast,Thul Rune,Rune,
2022-12-10,Ancient Tunnels,Isenhart's Case,Breast Plate,
2022-12-10,Ancient Tunnels,Sol Rune,Rune,
2022-12-10,Ancient Tunnels,Immortal King's Detail,War Belt,
2022-12-10,Lower Kurast,Lem Rune,Rune,
2022-12-10,Lower Kurast,Eth Rune,Rune,
2022-12-10,Lower Kurast,Ort Rune,Rune,
2022-12-10,Ancient Tunnels,Tal Rune,Rune,
2022-12-10,Ancient Tunnels,Iratha's Coil,Crown,
2022-12-10,Ancient Tunnels,The Meat Scraper,Lochaber Axe,
2022-12-10,Ancient Tunnels,The Mahim-Oak Curio,Amulet,
2022-12-11,Ancient Tunnels,Cathan's Visage,Mask,
2022-12-11,Ancient Tunnels,Cathan's Seal,Ring,
2022-12-11,Ancient Tunnels,Rattlecage,Gothic Plate,
2022-12-11,Ancient Tunnels,Firelizard's Talons,Feral Claws,
2022-12-11,Ancient Tunnels,Skewer of Krintiz,Sabre,
2022-12-11,Ancient Tunnels,Cathan's Seal,Ring,
2022-12-11,Ancient Tunnels,Naj's Circlet,Circlet,
2022-12-11,Ancient Tunnels,Coif of Glory,Helm,
2022-12-11,Ancient Tunnels,Silks of the Victor,Ancient Armor,
2022-12-11,Ancient Tunnels,Angelic Wings,Amulet,
2022-12-11,Ancient Tunnels,Angelic Sickle,Sabre,
2022-12-11,Ancient Tunnels,El Rune,Rune,
2022-12-11,Ancient Tunnels,Stormstrike,Short Battle Bow,
2022-12-11,Ancient Tunnels,Sandstorm Trek,Scarabshell Boots,
2022-12-11,Ancient Tunnels,Hel Rune,Rune,
2022-12-11,Ancient Tunnels,Isenhart's Case,Breast Plate,
2022-12-11,Lower Kurast,El Rune,Rune,
2022-12-11,Ancient Tunnels,Amn Rune,Rune,
2022-12-11,Ancient Tunnels,Bonehew,Ogre Axe,
2022-12-11,Ancient Tunnels,Ral Rune,Rune,
2022-12-11,Ancient Tunnels,Sol Rune,Rune,
2022-12-11,Ancient Tunnels,Sigon's Shelter,Gothic Plate,
2022-12-11,Ancient Tunnels,Ort Rune,Rune,
2022-12-11,Ancient Tunnels,Amn Rune,Rune,
2022-12-11,Ancient Tunnels,Lum Rune,Rune,
2022-12-11,Ancient Tunnels,Milabrega's Robe,Ancient Armor,
2022-12-11,Ancient Tunnels,M'avina's Tenet,Sharkskin Belt,
2022-12-11,Ancient Tunnels,Arachnid Mesh,Spiderweb Sash,
2022-12-11,Ancient Tunnels,Dol Rune,Rune,
2022-12-11,Ancient Tunnels,Thul Rune,Rune,
2022-12-11,Ancient Tunnels,Eth Rune,Rune,
2022-12-11,Ancient Tunnels,Hel Rune,Rune,
2022-12-11,Ancient Tunnels,Amn Rune,Rune,
2022-12-11,Ancient Tunnels,Bloodletter,Gladius,
2022-12-11,Ancient Tunnels,Amn Rune,Rune,
2022-12-11,Ancient Tunnels,Aldur's Advance,Battle Boots,
2022-12-11,Ancient Tunnels,Razorswitch,Io Staff,
2022-12-11,Ancient Tunnels,Eth Rune,Rune,
2022-12-11,Ancient Tunnels,Hel Rune,Rune,
2022-12-11,Ancient Tunnels,Djinn Slayer,Ataghan,
2022-12-11,Lower Kurast,Nef Rune,Rune,
2022-12-11,Lower Kurast,Io Rune,Rune,
2022-12-11,Ancient Tunnels,Cranebeak,War Spike,
2022-12-11,Lower Kurast,Sol Rune,Rune,
2022-12-11,Ancient Tunnels,Demon Limb,Tyrant Club,
2022-12-11,Ancient Tunnels,Amn Rune,Rune,
2022-12-11,Ancient Tunnels,Thul Rune,Rune,
2022-12-11,Lower Kurast,Ort Rune,Rune,
2022-12-11,Lower Kurast,Ith Rune,Rune,
2022-12-11,Ancient Tunnels,Amn Rune,Rune,
2022-12-11,Lower Kurast,Pul Rune,Rune,
2022-12-11,Lower Kurast,El Rune,Rune,
2022-12-11,Ancient Tunnels,Ginther's Rift,Dimensional Blade,
2022-12-11,Lower Kurast,Amn Rune,Rune,
2022-12-11,Lower Kurast,Eld Rune,Rune,
2022-12-11,Ancient Tunnels,Milabrega's Robe,Ancient Armor,
2022-12-11,Ancient Tunnels,Arctic Binding,Light Belt,
2022-12-11,Ancient Tunnels,Vidala's Barb,Long Battle Bow,
2022-12-11,Ancient Tunnels,Annihilus,Small Charm,15/19/8
2022-12-11,Lower Kurast,Ort Rune,Rune,
2022-12-11,Ancient Tunnels,Eth Rune,Rune,
2022-12-11,Ancient Tunnels,Infernostride,Demonhide Boots,
2022-12-11,Ancient Tunnels,Isenhart's Lightbrand,Broad Sword,
2022-12-11,Ancient Tunnels,Vidala's Fetlock,Light Plated Belt,
2022-12-11,Lower Kurast,Lum Rune,Rune,
2022-12-11,Lower Kurast,Nef Rune,Rune,
2022-12-11,Ancient Tunnels,Thul Rune,Rune,
2022-12-11,Ancient Tunnels,Amn Rune,Rune,
2022-12-11,Ancient Tunnels,Tal Rune,Rune,
2022-12-11,Ancient Tunnels,Amn Rune,Rune,
2022-12-11,Ancient Tunnels,Amn Rune,Rune,
2022-12-11,Lower Kurast,Eth Rune,Rune,
2022-12-11,Ancient Tunnels,Bladebone,Double Axe,
2022-12-11,Ancient Tunnels,Griswold's Valor,Corona,
2022-12-11,Ancient Tunnels,Sol Rune,Rune,
2022-12-12,Ancient Tunnels,Amn Rune,Rune,
2022-12-12,Lower Kurast,Shael Rune,Rune,
2022-12-12,Ancient Tunnels,Zakarum's Hand,Rune Scepter,
2022-12-12,Ancient Tunnels,Bladebone,Double Axe,
2022-12-12,Lower Kurast,Fal Rune,Rune,
2022-12-12,Lower Kurast,Ort Rune,Rune,
2022-12-12,Ancient Tunnels,The Chieftain,Battle Axe,
2022-12-12,Ancient Tunnels,Eth Rune,Rune,
2022-12-12,Ancient Tunnels,Nef Rune,Rune,
2022-12-12,Ancient Tunnels,Bartuc's Cut-Throat,Greater Talons,
2022-12-12,Ancient Tunnels,Steelclash,Kite Shield,
2022-12-12,Lower Kurast,Eld Rune,Rune,
2022-12-12,Ancient Tunnels,Mal Rune,Rune,
2022-12-12,Ancient Tunnels,Tal Rune,Rune,
2022-12-12,Ancient Tunnels,Nef Rune,Rune,
2022-12-12,Lower Kurast,Amn Rune,Rune,
2022-12-12,Ancient Tunnels,Sigon's Sabot,Greaves,
2022-12-12,Ancient Tunnels,Tancred's Crowbill,Military Pick,
2022-12-12,Ancient Tunnels,Infernostride,Demonhide Boots,
2022-12-12,Ancient Tunnels,Dol Rune,Rune,
2022-12-12,Lower Kurast,Io Rune,Rune,
2022-12-12,Lower Kurast,Tir Rune,Rune,
2022-12-12,Lower Kurast,Tal Rune,Rune,
2022-12-12,Lower Kurast,El Rune,Rune,
2022-12-12,Ancient Tunnels,Whitstan's Guard,Round Shield,
2022-12-12,Lower Kurast,Ith Rune,Rune,
2022-12-12,Ancient Tunnels,Tir Rune,Rune,
2022-12-12,Ancient Tunnels,Ko Rune,Rune,
2022-12-12,Ancient Tunnels,Immortal King's Will,Avenger Guard,
2022-12-12,Ancient Tunnels,Cathan's Seal,Ring,
2022-12-12,Lower Kurast,Ral Rune,Rune,
2022-12-12,Ancient Tunnels,Tal Rune,Rune,
2022-12-12,Ancient Tunnels,Eth Rune,Rune,
2022-12-12,Lower Kurast,Ort Rune,Rune,
2022-12-12,Ancient Tunnels,Stormstrike,Short Battle Bow,
2022-12-12,Lower Kurast,Amn Rune,Rune,
2022-12-12,Lower Kurast,Sol Rune,Rune,
2022-12-12,Ancient Tunnels,Arcanna's Flesh,Light Plate,
2022-12-12,Ancient Tunnels,Sigon's Visor,Great Helm,
2022-12-12,Lower Kurast,Fal Rune,Rune,
2022-12-12,Lower Kurast,Nef Rune,Rune,
2022-12-12,Lower Kurast,Ral Rune,Rune,
2022-12-12,Lower Kurast,Tir Rune,Rune,
2022-12-12,Ancient Tunnels,Cleglaw's Tooth,Long Sword,
2022-12-12,Ancient Tunnels,Soulflay,Claymore,
2022-12-12,Ancient Tunnels,Steelclash,Kite Shield,
2022-12-12,Ancient Tunnels,Berserker's Hatchet,Double Axe,
2022-12-12,Ancient Tunnels,Tancred's Crowbill,Military Pick,
2022-12-12,Ancient Tunnels,Tancred's Skull,Bone Helm,
2022-12-12,Lower Kurast,Tir Rune,Rune,
2022-12-12,Ancient Tunnels,Cleglaw's Pincers,Chain Gloves,
2022-12-12,Lower Kurast,Ral Rune,Rune,
2022-12-12,Ancient Tunnels,Hellrack,Colossus Crossbow,
2022-12-13,Ancient Tunnels,Lance of Yaggai,Spetum,
2022-12-13,Ancient Tunnels,Tal Rune,Rune,
2022-12-13,Ancient Tunnels,Amn Rune,Rune,
2022-12-13,Ancient Tunnels,Isenhart's Case,Breast Plate,
2022-12-13,Ancient Tunnels,Amn Rune,Rune,
2022-12-13,Ancient Tunnels,El Rune,Rune,
2022-12-13,Ancient Tunnels,Rite of Passage,Demonhide Boots,
2022-12-13,Ancient Tunnels,El Rune,Rune,
2022-12-13,Ancient Tunnels,Cathan's Seal,Ring,
2022-12-13,Ancient Tunnels,Io Rune,Rune,
2022-12-13,Lower Kurast,Eld Rune,Rune,
2022-12-13,Ancient Tunnels,Trang-Oul's Girth,Troll Belt,
2022-12-13,Ancient Tunnels,Windhammer,Ogre Maul,
2022-12-13,Ancient Tunnels,Nagelring,Ring,
2022-12-13,Ancient Tunnels,Credendum,Mithril Coil,
2022-12-13,Ancient Tunnels,Marrowwalk,Boneweave Boots,
